order_id,order_datetime,store_id,product_id,promotion_id,channel,payment_method,units,unit_selling_price,discount_pct_applied,order_status
BF2025-001047,2025-11-27 08:26:31,S011,P0086,PR008,Online,Card,3,18.55,30.2,Completed
BF2025-001048,2025-11-28 05:18:29,S009,P0069,,In-Store,Card,3,30.46,9.9,Completed
BF2025-001049,2025-11-30 23:30:51,S006,P0039,PR004,In-Store,Card,3,9.14,64.8,Completed
BF2025-001050,2025-11-29 00:23:50,S021,P0037,PR005,Online,Card,3,152.28,21.3,Completed
BF2025-001051,2025-11-25 20:06:57,S008,P0102,,Online,Digital Wallet,2,647.8,0.0,Completed
BF2025-001052,2025-11-23 15:02:47,S013,P0069,PR005,In-Store,Digital Wallet,2,26.56,21.4,Completed
BF2025-001053,2025-11-27 19:54:35,S023,P0082,,In-Store,Card,2,526.69,0.0,Completed
BF2025-001054,2025-11-28 13:51:46,S024,P0028,PR016,Online,Card,3,71.69,49.2,Completed
BF2025-001055,2025-11-28 20:24:34,S025,P0039,PR005,In-Store,Card,6,19.25,23.4,Returned
BF2025-001056,2025-11-28 13:19:37,S028,P0117,,In-Store,Card,1,27.07,14.8,Completed
BF2025-001057,2025-11-28 02:52:55,S009,P0075,,Online,Card,1,297.65,0.0,Completed
BF2025-001058,2025-11-29 22:19:02,S013,P0074,PR018,Online,Digital Wallet,2,22.04,21.7,Completed
BF2025-001059,2025-11-23 12:32:56,S020,P0071,PR007,In-Store,Card,2,8.9,50.6,Completed
BF2025-001060,2025-11-27 00:03:02,S014,P0013,,Online,Card,1,156.0,16.8,Completed
BF2025-001061,2025-11-29 13:44:16,S019,P0060,,Online,Digital Wallet,3,217.62,0.0,Completed
BF2025-001062,2025-11-29 23:12:12,S013,P0109,PR013,In-Store,Cash,2,110.04,14.7,Completed
BF2025-001063,2025-11-28 04:24:33,S011,P0013,PR008,Online,Card,4,124.14,31.3,Completed
BF2025-001064,2025-11-28 22:53:45,S020,P0041,,Online,Card,3,169.1,0.0,Completed
BF2025-001065,2025-11-29 12:37:55,S029,P0054,,In-Store,Card,4,28.02,0.0,Completed
BF2025-001066,2025-11-25 05:05:46,S029,P0116,PR004,Online,Card,1,74.23,58.5,Completed
BF2025-001067,2025-11-29 10:55:25,S004,P0073,PR003,Online,Digital Wallet,1,34.34,33.6,Returned
BF2025-001068,2025-11-29 00:23:05,S023,P0072,,Online,Card,2,145.98,0.0,Completed
BF2025-001069,2025-11-23 22:34:22,S018,P0053,,In-Store,Digital Wallet,3,951.5,0.0,Completed
BF2025-001070,2025-11-23 11:15:49,S009,P0020,PR012,In-Store,Card,2,8.65,47.9,Completed
BF2025-001071,2025-11-28 11:58:20,S026,P0007,PR013,In-Store,Card,2,167.15,14.5,Completed
BF2025-001072,2025-11-28 03:26:40,S009,P0100,,In-Store,Card,4,135.4,0.0,Completed
BF2025-001073,2025-11-28 02:53:59,S018,P0096,PR016,In-Store,Card,4,19.41,48.8,Completed
BF2025-001074,2025-11-23 11:15:41,S029,P0041,,In-Store,Cash,2,168.79,0.0,Completed
BF2025-001075,2025-11-28 06:54:38,S004,P0016,PR016,Online,Card,5,408.71,52.6,Completed
BF2025-001076,2025-11-23 08:20:07,S009,P0109,,Online,Cash,2,125.03,0.0,Completed
BF2025-001077,2025-11-23 09:34:51,S029,P0029,PR006,Online,Card,4,80.4,50.9,Completed
BF2025-001078,2025-11-28 20:42:16,S007,P0061,PR008,In-Store,Cash,5,6.72,30.7,Canceled
BF2025-001079,2025-11-24 12:48:03,S028,P0029,PR002,In-Store,Cash,3,133.01,21.5,Completed
BF2025-001080,2025-11-30 22:08:38,S021,P0076,PR006,Online,Card,2,576.2,49.1,Completed
BF2025-001081,2025-11-29 22:36:31,S019,P0075,PR018,In-Store,Card,1,223.65,22.0,Completed
BF2025-001082,2025-11-30 14:19:21,S018,P0119,,In-Store,Card,3,61.71,0.0,Completed
BF2025-001083,2025-11-22 02:25:01,S025,P0036,PR015,Online,Digital Wallet,1,24.73,23.1,Completed
BF2025-001084,2025-11-25 13:48:41,S028,P0084,,In-Store,Card,1,323.46,0.0,Canceled
BF2025-001085,2025-11-30 10:59:56,S008,P0022,PR005,Online,Card,1,89.48,21.2,Completed
BF2025-001086,2025-11-26 12:26:39,S014,P0095,,Online,Card,5,307.18,0.0,Completed
BF2025-001087,2025-11-23 08:36:31,S018,P0090,,In-Store,Card,3,483.33,0.0,Completed
BF2025-001088,2025-11-30 00:20:19,S020,P0042,,Online,Card,2,94.22,9.7,Completed
BF2025-001089,2025-11-30 18:53:59,S004,P0023,PR003,In-Store,Digital Wallet,1,195.84,31.4,Completed
BF2025-001090,2025-11-23 15:42:56,S023,P0072,,Online,Digital Wallet,3,144.09,0.0,Completed
BF2025-001091,2025-11-29 21:33:59,S020,P0042,PR011,Online,Digital Wallet,1,61.85,40.4,Completed
BF2025-001092,2025-11-26 07:32:38,S011,P0057,PR003,In-Store,Card,2,28.64,36.2,Completed
BF2025-001093,2025-11-23 13:00:19,S014,P0071,PR018,Online,Digital Wallet,6,14.22,19.6,Completed
BF2025-001094,2025-11-28 18:09:52,S014,P0110,,Online,Digital Wallet,2,110.44,0.0,Completed
BF2025-001095,2025-11-28 23:06:39,S016,P0071,PR012,Online,Card,3,9.38,47.9,Completed
BF2025-001096,2025-11-23 16:01:43,S002,P0076,PR010,In-Store,Card,2,809.58,27.1,Completed
BF2025-001097,2025-11-28 13:25:06,S024,P0114,,Online,Cash,3,71.81,0.0,Completed
BF2025-001098,2025-11-26 19:25:37,S005,P0061,PR012,In-Store,Card,4,4.74,51.0,Completed
BF2025-001099,2025-11-29 21:56:30,S025,P0008,PR005,In-Store,Card,3,15.13,23.4,Completed
BF2025-001100,2025-11-22 12:43:11,S024,P0039,,Online,Digital Wallet,2,25.2,0.0,Completed
BF2025-001101,2025-11-30 00:50:33,S026,P0075,,Online,Digital Wallet,4,264.62,10.4,Completed
BF2025-001102,2025-11-29 11:39:38,S024,P0058,,Online,Card,2,39.71,0.0,Completed
BF2025-001103,2025-11-28 13:15:00,S024,P0070,,Online,Card,1,692.77,0.0,Completed
BF2025-001104,2025-11-28 22:15:31,S007,P0043,PR011,Online,Card,3,14.64,43.3,Completed
BF2025-001105,2025-11-28 14:22:39,S027,P0012,PR005,In-Store,Card,2,440.04,24.3,Completed
BF2025-001106,2025-11-26 14:38:02,S003,P0021,PR017,Online,Digital Wallet,3,21.47,35.6,Completed
BF2025-001107,2025-11-28 06:14:46,S008,P0080,,Online,Card,1,195.1,0.0,Completed
BF2025-001108,2025-11-22 13:28:14,S009,P0085,,In-Store,Digital Wallet,4,38.67,0.0,Completed
BF2025-001109,2025-11-28 02:33:06,S004,P0091,PR015,In-Store,Digital Wallet,4,113.86,27.8,Completed
BF2025-001110,2025-11-29 01:04:06,S027,P0005,,In-Store,Cash,2,203.57,0.0,Completed
BF2025-001111,2025-11-22 11:53:38,S021,P0032,PR007,Online,Digital Wallet,2,89.01,48.9,Completed
BF2025-001112,2025-11-28 18:24:10,S012,P0004,,Online,Card,2,811.76,0.0,Completed
BF2025-001113,2025-11-29 02:14:36,S028,P0064,PR001,Online,Digital Wallet,4,17.49,36.3,Completed
BF2025-001114,2025-11-22 12:20:48,S003,P0052,,In-Store,Card,3,310.02,0.0,Completed
BF2025-001115,2025-11-25 07:25:08,S027,P0007,PR002,In-Store,Card,6,151.57,22.7,Completed
BF2025-001116,2025-11-26 14:43:13,S027,P0054,,Online,Card,4,27.92,0.0,Completed
BF2025-001117,2025-11-30 04:36:30,S006,P0063,,In-Store,Card,3,147.83,0.0,Completed
BF2025-001118,2025-11-29 12:20:52,S006,P0109,PR006,In-Store,Digital Wallet,4,61.36,51.5,Completed
BF2025-001119,2025-11-29 00:43:20,S029,P0103,,In-Store,Cash,3,24.43,0.0,Completed
BF2025-001120,2025-11-29 12:42:10,S030,P0026,PR014,In-Store,Card,4,425.56,33.8,Completed
BF2025-001121,2025-11-30 02:52:41,S011,P0032,,In-Store,Card,7,168.79,0.0,Returned
BF2025-001122,2025-11-28 05:39:39,S016,P0025,,In-Store,Card,3,118.25,10.9,Completed
BF2025-001123,2025-11-28 17:38:46,S019,P0085,PR002,Online,Digital Wallet,3,30.25,23.1,Completed
BF2025-001124,2025-11-28 10:08:38,S025,P0026,PR004,In-Store,Cash,2,234.63,64.3,Completed
BF2025-001125,2025-11-28 00:57:41,S013,P0014,PR012,Online,Card,1,30.56,51.1,Canceled
BF2025-001126,2025-11-30 00:52:31,S002,P0008,PR006,In-Store,Digital Wallet,1,10.0,50.2,Completed
BF2025-001127,2025-11-28 20:25:43,S006,P0099,,Online,Card,3,238.75,15.3,Completed
BF2025-001128,2025-11-27 13:10:37,S029,P0079,PR001,Online,Digital Wallet,4,97.21,33.7,Completed
BF2025-001129,2025-11-23 14:47:47,S002,P0039,,Online,Card,2,25.33,0.0,Completed
BF2025-001130,2025-11-28 03:19:40,S009,P0049,PR009,In-Store,Card,2,8.44,35.5,Completed
BF2025-001131,2025-11-28 19:50:40,S024,P0112,PR011,In-Store,Card,2,80.31,42.9,Completed
BF2025-001132,2025-11-26 09:31:35,S025,P0091,PR009,In-Store,Cash,4,92.36,39.0,Completed
BF2025-001133,2025-11-29 09:09:41,S023,P0045,,Online,Digital Wallet,2,59.31,0.0,Completed
BF2025-001134,2025-11-28 05:45:28,S020,P0082,PR013,Online,Digital Wallet,2,473.94,14.5,Completed
BF2025-001135,2025-11-29 08:28:30,S028,P0005,,In-Store,Card,3,200.29,0.0,Returned
BF2025-001136,2025-11-30 22:03:48,S027,P0036,PR005,In-Store,Cash,1,25.37,21.2,Completed
BF2025-001137,2025-11-23 05:45:16,S010,P0025,PR017,Online,Card,2,87.6,34.1,Completed
BF2025-001138,2025-11-25 18:03:04,S006,P0082,,In-Store,Digital Wallet,4,542.38,0.0,Completed
BF2025-001139,2025-11-23 04:28:56,S005,P0019,PR018,In-Store,Card,3,548.05,23.7,Completed
BF2025-001140,2025-11-22 23:43:23,S004,P0084,PR004,In-Store,Card,4,114.76,64.3,Completed
BF2025-001141,2025-11-26 18:19:24,S024,P0066,PR015,In-Store,Digital Wallet,3,4.54,23.6,Completed
BF2025-001142,2025-11-25 02:27:18,S018,P0117,,In-Store,Card,1,27.83,12.4,Completed
BF2025-001143,2025-11-30 14:15:03,S007,P0009,PR018,Online,Card,2,205.54,20.5,Completed
BF2025-001144,2025-11-23 14:58:53,S005,P0089,PR018,Online,Cash,3,70.48,23.2,Completed
BF2025-001145,2025-11-28 21:00:43,S025,P0084,PR011,Online,Digital Wallet,4,178.74,44.0,Completed
BF2025-001146,2025-11-26 20:50:16,S004,P0034,,In-Store,Card,2,221.18,12.5,Completed
BF2025-001147,2025-11-24 20:50:33,S011,P0026,,In-Store,Card,2,646.13,0.0,Completed
BF2025-001148,2025-11-28 13:45:53,S018,P0029,PR006,Online,Card,3,76.98,52.4,Completed
BF2025-001149,2025-11-29 10:08:07,S001,P0119,PR012,Online,Digital Wallet,4,30.12,50.4,Completed
BF2025-001150,2025-11-28 21:43:48,S019,P0027,PR002,Online,Card,3,117.54,20.2,Completed
BF2025-001151,2025-11-26 13:30:44,S015,P0048,PR017,Online,Digital Wallet,1,97.64,35.5,Completed
BF2025-001152,2025-11-26 10:52:28,S015,P0081,,Online,Card,2,80.55,15.6,Completed
BF2025-001153,2025-11-23 11:39:39,S018,P0108,PR003,Online,Card,2,114.82,34.1,Completed
BF2025-001154,2025-11-23 02:19:32,S025,P0038,PR003,In-Store,Digital Wallet,1,723.17,33.7,Completed
BF2025-001155,2025-11-25 16:04:43,S005,P0037,PR016,Online,Digital Wallet,2,101.73,47.5,Completed
BF2025-001156,2025-11-28 03:35:31,S010,P0118,,In-Store,Card,2,26.45,0.0,Completed
BF2025-001157,2025-11-28 02:05:33,S019,P0083,,Online,Digital Wallet,3,196.01,0.0,Returned
BF2025-001158,2025-11-22 22:25:53,S024,P0060,PR002,Online,Card,2,161.57,24.2,Completed
BF2025-001159,2025-11-29 06:24:33,S030,P0043,,In-Store,Digital Wallet,4,25.16,0.0,Completed
BF2025-001160,2025-11-22 22:36:03,S011,P0109,,In-Store,Card,3,129.2,0.0,Completed
BF2025-001161,2025-11-30 08:39:45,S016,P0062,,Online,Card,1,234.98,12.6,Completed
BF2025-001162,2025-11-22 19:01:37,S018,P0013,PR013,Online,Card,3,159.28,13.8,Completed
BF2025-001163,2025-11-26 17:47:33,S020,P0046,,Online,Card,2,151.03,12.2,Completed
BF2025-001164,2025-11-23 11:16:09,S016,P0084,,In-Store,Digital Wallet,2,330.68,0.0,Completed
BF2025-001165,2025-11-25 18:01:15,S002,P0077,,Online,Digital Wallet,3,207.06,0.0,Completed
BF2025-001166,2025-11-30 18:32:04,S008,P0004,PR008,Online,Digital Wallet,1,540.41,30.9,Completed
BF2025-001167,2025-11-28 19:19:36,S017,P0021,,In-Store,Card,1,33.83,0.0,Completed
BF2025-001168,2025-11-29 16:31:46,S008,P0117,,In-Store,Card,4,32.11,0.0,Completed
BF2025-001169,2025-11-22 15:16:32,S008,P0021,,Online,Digital Wallet,3,29.88,14.7,Completed
BF2025-001170,2025-11-25 22:49:18,S027,P0031,PR016,In-Store,Card,4,29.58,48.6,Completed
BF2025-001171,2025-11-30 21:09:48,S010,P0028,PR015,In-Store,Digital Wallet,2,100.59,28.3,Completed
BF2025-001172,2025-11-28 17:57:36,S022,P0037,,Online,Digital Wallet,2,192.62,0.0,Completed
BF2025-001173,2025-11-30 07:45:19,S016,P0080,,In-Store,Digital Wallet,2,193.33,0.0,Completed
BF2025-001174,2025-11-26 22:30:07,S002,P0060,PR012,Online,Card,1,101.96,52.3,Completed
BF2025-001175,2025-11-28 10:45:23,S002,P0024,PR015,Online,Cash,2,208.47,27.5,Completed
BF2025-001176,2025-11-25 23:39:23,S014,P0062,PR008,Online,Cash,3,175.99,34.4,Completed
BF2025-001177,2025-11-28 20:00:11,S003,P0029,PR018,In-Store,Card,2,130.05,20.6,Completed
BF2025-001178,2025-11-30 10:44:28,S012,P0095,,In-Store,Cash,3,304.05,0.0,Completed
BF2025-001179,2025-11-30 18:39:33,S008,P0052,,In-Store,Card,1,310.26,0.0,Completed
BF2025-001180,2025-11-28 14:43:19,S027,P0117,,Online,Cash,1,32.51,0.0,Completed
BF2025-001181,2025-11-25 13:12:36,S019,P0045,PR018,In-Store,Card,4,48.12,17.9,Completed
BF2025-001182,2025-11-23 20:52:45,S029,P0014,PR013,Online,Card,3,49.79,15.9,Canceled
BF2025-001183,2025-11-30 10:56:15,S006,P0097,,Online,Cash,1,27.83,0.0,Canceled
BF2025-001184,2025-11-27 20:07:24,S027,P0117,PR008,In-Store,Cash,4,21.44,33.5,Returned
BF2025-001185,2025-11-28 21:28:56,S030,P0115,PR012,In-Store,Digital Wallet,5,81.49,50.8,Completed
BF2025-001186,2025-11-26 15:58:20,S019,P0082,,In-Store,Card,1,555.98,0.0,Completed
BF2025-001187,2025-11-25 20:01:56,S021,P0099,PR001,Online,Cash,3,180.38,37.0,Returned
BF2025-001188,2025-11-22 19:09:22,S007,P0105,PR003,In-Store,Card,6,185.77,31.1,Completed
BF2025-001189,2025-11-28 02:52:57,S008,P0038,,Online,Card,1,1134.36,0.0,Completed
BF2025-001190,2025-11-24 17:44:14,S008,P0026,PR009,Online,Card,1,416.7,34.1,Completed
BF2025-001191,2025-11-28 21:14:16,S022,P0019,PR012,Online,Digital Wallet,3,360.17,50.0,Completed
BF2025-001192,2025-11-24 01:04:36,S016,P0036,,In-Store,Digital Wallet,4,31.45,0.0,Completed
BF2025-001193,2025-11-23 17:19:05,S021,P0032,,Online,Digital Wallet,2,171.44,0.0,Completed
BF2025-001194,2025-11-28 12:55:34,S020,P0115,,Online,Card,2,165.22,0.0,Completed
BF2025-001195,2025-11-30 19:28:14,S030,P0064,PR008,In-Store,Card,2,18.64,30.1,Completed
BF2025-001196,2025-11-28 23:26:44,S006,P0111,,In-Store,Card,7,205.4,0.0,Completed
BF2025-001197,2025-11-29 07:44:17,S010,P0089,,Online,Cash,2,93.54,0.0,Completed
BF2025-001198,2025-11-26 21:31:36,S024,P0034,,Online,Card,5,257.91,0.0,Completed
BF2025-001199,2025-11-28 10:43:42,S011,P0004,,Online,Card,1,791.63,0.0,Completed
BF2025-001200,2025-11-25 16:56:58,S015,P0012,PR002,Online,Card,5,425.08,24.3,Completed
BF2025-001201,2025-11-28 09:38:15,S028,P0117,PR009,Online,Card,4,20.93,35.3,Completed
BF2025-001202,2025-11-28 07:56:42,S005,P0016,,In-Store,Card,3,875.79,0.0,Completed
BF2025-001203,2025-11-30 21:41:10,S025,P0068,PR006,In-Store,Card,4,9.84,49.5,Completed
BF2025-001204,2025-11-29 10:40:11,S020,P0050,,In-Store,Digital Wallet,4,37.89,0.0,Completed
BF2025-001205,2025-11-23 02:00:11,S019,P0030,PR010,Online,Digital Wallet,3,29.69,26.0,Completed
BF2025-001206,2025-11-30 05:07:02,S008,P0053,PR012,Online,Digital Wallet,2,465.86,48.3,Completed
BF2025-001207,2025-11-22 11:15:04,S007,P0110,,In-Store,Card,5,109.95,0.0,Completed
BF2025-001208,2025-11-28 19:45:56,S014,P0022,PR018,Online,Card,3,89.39,21.6,Completed
BF2025-001209,2025-11-24 13:59:37,S010,P0070,PR014,Online,Cash,2,455.15,31.2,Completed
BF2025-001210,2025-11-23 00:30:42,S024,P0080,PR011,In-Store,Card,4,107.06,45.1,Canceled
BF2025-001211,2025-11-30 07:38:22,S028,P0114,PR003,In-Store,Digital Wallet,1,48.42,34.5,Completed
BF2025-001212,2025-11-22 22:05:32,S021,P0106,PR009,In-Store,Card,1,204.62,35.6,Completed
BF2025-001213,2025-11-23 17:15:42,S014,P0039,PR002,Online,Digital Wallet,3,18.63,25.3,Returned
BF2025-001214,2025-11-22 22:59:16,S012,P0080,,Online,Cash,2,187.53,0.0,Completed
BF2025-001215,2025-11-23 04:57:56,S019,P0083,,Online,Card,3,192.79,0.0,Completed
BF2025-001216,2025-11-22 12:31:20,S022,P0035,,Online,Digital Wallet,1,122.34,0.0,Completed
BF2025-001217,2025-11-27 05:25:42,S027,P0053,,Online,Digital Wallet,5,941.19,0.0,Returned
BF2025-001218,2025-11-22 23:39:42,S019,P0072,PR013,Online,Card,2,123.41,14.1,Completed
BF2025-001219,2025-11-28 04:48:06,S003,P0009,,In-Store,Digital Wallet,2,269.33,0.0,Completed
BF2025-001220,2025-11-22 13:15:37,S021,P0016,,Online,Card,3,771.9,10.6,Completed
BF2025-001221,2025-11-30 17:19:32,S013,P0051,PR014,Online,Card,3,240.81,32.5,Completed
BF2025-001222,2025-11-28 12:26:24,S001,P0034,,Online,Card,3,258.25,0.0,Completed
BF2025-001223,2025-11-26 23:15:19,S028,P0104,PR011,Online,Digital Wallet,5,29.5,46.4,Completed
BF2025-001224,2025-11-25 11:21:19,S018,P0103,,Online,Card,3,24.89,0.0,Completed
BF2025-001225,2025-11-28 12:32:11,S005,P0015,,In-Store,Card,3,11.45,0.0,Canceled
BF2025-001226,2025-11-28 14:45:39,S015,P0100,PR013,Online,Digital Wallet,2,107.97,19.0,Completed
BF2025-001227,2025-11-23 17:01:27,S011,P0111,PR014,Online,Cash,2,140.34,32.2,Completed
BF2025-001228,2025-11-22 03:17:24,S009,P0037,PR014,In-Store,Card,5,131.24,32.2,Completed
BF2025-001229,2025-11-23 01:36:18,S023,P0092,,In-Store,Digital Wallet,3,166.66,0.0,Completed
BF2025-001230,2025-11-29 19:47:28,S001,P0089,,Online,Digital Wallet,1,93.4,0.0,Returned
BF2025-001231,2025-11-28 23:33:30,S014,P0046,PR010,Online,Digital Wallet,2,129.69,25.1,Canceled
BF2025-001232,2025-11-24 20:32:42,S006,P0119,PR003,In-Store,Card,2,39.78,34.6,Completed
BF2025-001233,2025-11-23 10:45:45,S017,P0015,PR005,In-Store,Digital Wallet,2,9.48,17.2,Completed
BF2025-001234,2025-11-28 13:32:56,S006,P0101,PR002,Online,Card,3,163.66,20.7,Completed
BF2025-001235,2025-11-29 11:20:06,S025,P0119,PR008,Online,Card,2,40.61,31.5,Completed
BF2025-001236,2025-11-24 14:53:16,S023,P0058,PR018,In-Store,Cash,2,29.94,23.6,Completed
BF2025-001237,2025-11-22 13:20:58,S017,P0082,PR016,Online,Digital Wallet,3,264.24,51.8,Completed
BF2025-001238,2025-11-22 02:54:13,S014,P0043,,In-Store,Cash,1,20.71,15.5,Canceled
BF2025-001239,2025-11-29 13:02:48,S027,P0089,PR013,Online,Digital Wallet,2,75.58,15.2,Completed
BF2025-001240,2025-11-26 07:44:07,S021,P0014,PR004,In-Store,Card,3,23.97,60.1,Completed
BF2025-001241,2025-11-26 19:57:21,S019,P0089,,In-Store,Cash,3,90.48,0.0,Completed
BF2025-001242,2025-11-28 03:52:19,S001,P0086,PR001,Online,Card,4,16.83,37.2,Completed
BF2025-001243,2025-11-26 12:06:40,S004,P0077,,Online,Digital Wallet,2,216.48,0.0,Completed
BF2025-001244,2025-11-28 02:41:47,S002,P0049,,Online,Cash,3,12.89,0.0,Completed
BF2025-001245,2025-11-28 15:14:29,S022,P0064,,In-Store,Card,5,24.59,9.8,Completed
BF2025-001246,2025-11-26 14:00:24,S026,P0096,PR009,In-Store,Digital Wallet,3,25.55,31.9,Completed
BF2025-001247,2025-11-23 05:30:47,S024,P0007,PR017,Online,Card,2,133.76,32.0,Completed
BF2025-001248,2025-11-28 13:22:09,S030,P0059,PR018,Online,Card,2,73.27,21.8,Completed
BF2025-001249,2025-11-28 11:06:16,S005,P0082,,Online,Card,2,546.39,0.0,Completed
BF2025-001250,2025-11-28 11:48:36,S029,P0114,,In-Store,Card,4,73.23,0.0,Completed
BF2025-001251,2025-11-30 15:42:24,S017,P0066,PR004,Online,Card,2,2.42,59.3,Completed
BF2025-001252,2025-11-29 21:24:45,S005,P0039,,Online,Digital Wallet,3,25.56,0.0,Returned
BF2025-001253,2025-11-30 04:21:29,S003,P0108,PR011,In-Store,Card,2,99.54,42.4,Completed
BF2025-001254,2025-11-28 10:31:00,S001,P0083,,Online,Card,3,195.56,0.0,Completed
BF2025-001255,2025-11-28 12:44:57,S014,P0089,,Online,Cash,2,93.2,0.0,Completed
BF2025-001256,2025-11-30 21:26:48,S026,P0006,,In-Store,Digital Wallet,5,119.36,0.0,Completed
BF2025-001257,2025-11-28 17:34:30,S001,P0020,PR014,In-Store,Card,5,11.21,32.0,Completed
BF2025-001258,2025-11-25 11:45:17,S015,P0079,PR013,In-Store,Cash,4,127.02,13.6,Completed
BF2025-001259,2025-11-27 07:15:47,S023,P0061,,In-Store,Digital Wallet,1,9.43,0.0,Completed
BF2025-001260,2025-11-27 14:01:25,S002,P0074,,In-Store,Cash,2,30.06,0.0,Completed
BF2025-001261,2025-11-25 14:38:00,S007,P0108,PR001,In-Store,Digital Wallet,3,107.9,36.4,Completed
BF2025-001262,2025-11-26 10:40:12,S017,P0010,,In-Store,Card,2,86.98,0.0,Completed
BF2025-001263,2025-11-29 08:19:11,S007,P0053,PR012,In-Store,Card,4,504.4,48.1,Completed
BF2025-001264,2025-11-22 03:43:06,S005,P0065,,In-Store,Card,3,27.01,0.0,Completed
BF2025-001265,2025-11-22 10:41:06,S016,P0005,,In-Store,Digital Wallet,1,206.72,0.0,Completed
BF2025-001266,2025-11-23 23:36:35,S029,P0057,PR016,In-Store,Card,6,23.58,48.1,Completed
BF2025-001267,2025-11-28 05:28:54,S023,P0083,,Online,Card,2,186.59,0.0,Completed
BF2025-001268,2025-11-28 22:16:53,S013,P0011,PR018,In-Store,Card,2,89.53,19.7,Completed
BF2025-001269,2025-11-28 03:02:59,S014,P0072,PR011,In-Store,Digital Wallet,3,84.19,42.1,Completed
BF2025-001270,2025-11-23 14:05:35,S003,P0016,,Online,Card,3,857.47,0.0,Completed
BF2025-001271,2025-11-23 23:02:37,S003,P0100,,Online,Card,2,134.66,0.0,Completed
BF2025-001272,2025-11-29 03:43:00,S001,P0110,PR010,Online,Cash,2,79.82,27.0,Returned
BF2025-001273,2025-11-23 04:50:46,S023,P0052,PR009,In-Store,Digital Wallet,2,209.31,33.0,Completed
BF2025-001274,2025-11-22 13:57:16,S024,P0084,PR005,Online,Digital Wallet,2,247.44,22.8,Completed
BF2025-001275,2025-11-29 14:12:14,S027,P0054,PR006,Online,Card,3,13.6,50.5,Completed
BF2025-001276,2025-11-28 01:56:47,S022,P0100,,Online,Card,4,133.22,0.0,Completed
BF2025-001277,2025-11-28 02:26:55,S004,P0087,,Online,Cash,4,120.8,0.0,Completed
BF2025-001278,2025-11-30 01:44:30,S023,P0105,PR009,Online,Digital Wallet,1,187.03,33.1,Completed
BF2025-001279,2025-11-29 11:35:11,S002,P0083,PR018,In-Store,Cash,4,155.31,21.8,Completed
BF2025-001280,2025-11-22 21:12:09,S026,P0114,PR001,Online,Digital Wallet,2,45.77,37.5,Completed
BF2025-001281,2025-11-28 01:55:48,S021,P0102,PR017,In-Store,Cash,2,426.94,37.5,Completed
BF2025-001282,2025-11-30 13:19:32,S001,P0111,PR013,In-Store,Cash,1,179.94,14.8,Completed
BF2025-001283,2025-11-23 07:47:06,S022,P0071,,In-Store,Card,2,17.67,0.0,Completed
BF2025-001284,2025-11-29 00:08:45,S022,P0050,PR006,In-Store,Card,3,18.5,50.4,Completed
BF2025-001285,2025-11-28 08:52:18,S019,P0019,PR010,In-Store,Cash,2,517.96,26.4,Completed
BF2025-001286,2025-11-23 20:14:15,S027,P0049,,In-Store,Card,3,12.88,0.0,Completed
BF2025-001287,2025-11-29 02:04:19,S014,P0092,PR014,Online,Card,2,107.86,32.6,Returned
BF2025-001288,2025-11-29 05:20:52,S008,P0102,PR011,In-Store,Card,2,390.46,41.2,Completed
BF2025-001289,2025-11-22 15:04:56,S025,P0091,PR006,Online,Cash,4,77.12,51.0,Completed
BF2025-001290,2025-11-28 10:54:20,S008,P0082,PR005,In-Store,Card,2,452.94,19.0,Completed
BF2025-001291,2025-11-28 00:07:08,S015,P0058,PR008,In-Store,Card,2,26.8,30.5,Completed
BF2025-001292,2025-11-30 23:52:00,S001,P0109,PR012,Online,Digital Wallet,2,68.36,46.0,Completed
BF2025-001293,2025-11-22 22:40:01,S013,P0040,PR008,Online,Digital Wallet,3,191.34,31.4,Completed
BF2025-001294,2025-11-30 20:38:55,S001,P0085,PR017,Online,Card,2,25.46,34.8,Returned
BF2025-001295,2025-11-22 17:54:55,S030,P0087,PR002,Online,Card,1,90.38,23.4,Completed
BF2025-001296,2025-11-26 06:20:50,S017,P0004,,In-Store,Card,1,801.23,0.0,Completed
BF2025-001297,2025-11-24 14:05:00,S027,P0034,PR008,In-Store,Card,3,175.47,32.0,Canceled
BF2025-001298,2025-11-28 13:08:14,S019,P0110,PR016,In-Store,Digital Wallet,2,51.68,52.8,Completed
BF2025-001299,2025-11-28 08:18:28,S007,P0054,PR015,In-Store,Digital Wallet,5,20.38,27.5,Completed
BF2025-001300,2025-11-23 01:25:08,S023,P0047,,In-Store,Card,2,18.37,0.0,Completed
BF2025-001301,2025-11-22 20:41:52,S025,P0058,,In-Store,Card,3,38.47,0.0,Returned
BF2025-001302,2025-11-28 18:06:04,S029,P0069,,Online,Card,2,34.35,0.0,Completed
BF2025-001303,2025-11-28 09:00:44,S001,P0049,PR017,In-Store,Card,2,8.76,34.4,Completed
BF2025-001304,2025-11-26 08:56:50,S015,P0060,PR006,Online,Card,4,108.26,51.4,Completed
BF2025-001305,2025-11-28 10:52:42,S010,P0013,PR001,In-Store,Digital Wallet,4,115.29,36.7,Completed
BF2025-001306,2025-11-30 07:47:37,S028,P0066,PR004,Online,Card,2,2.27,62.1,Completed
BF2025-001307,2025-11-28 18:46:02,S019,P0118,PR011,In-Store,Card,3,14.0,47.3,Completed
